gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Credit card (automatic),46.2,46.2,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,45.15,45.15,Yes
Male,Yes,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Yes,Electronic check,43.3,43.3,Yes
Male,No,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,85.35,4338.6,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.95,45.95,Yes
Female,Yes,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Electronic check,50.5,2566.3,No
Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,Electronic check,83.75,247.25,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.05,44.05,No
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.55,45.55,No
Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,93.8,4539.35,No
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.75,67.1,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.05,70.05,Yes
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,86,165.45,Yes
Male,No,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),44.65,1156.55,No
Male,No,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Mailed check,60.2,1834.15,No
Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),100.5,3653.35,Yes
Male,No,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),70.3,1706.45,No
Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,72.65,1194.3,Yes
Male,No,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Mailed check,31.1,419.7,No
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,21,21,Yes
Female,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.1,45.1,Yes
Male,No,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Electronic check,69.1,1083.7,No
Female,No,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,43.95,2007.85,No
Male,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Electronic check,69.95,2657.55,No
Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,78.95,378.4,Yes
Male,No,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),90.95,1612.2,No
Female,No,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,78.5,571.05,No
Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Electronic check,64.6,174.2,No
Male,No,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),51.1,1269.6,No
Male,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Electronic check,54.95,1348.5,No
Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,No,Mailed check,50.9,50.9,Yes
Male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.45,471.55,No
Male,No,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Electronic check,60.35,1404.65,No
Female,Yes,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Bank transfer (automatic),85.35,1961.6,No
Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.8,4872.45,Yes
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,658.95,Yes
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20.5,76.95,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,20.2,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.9,20.9,No
Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,21.05,21.05,No
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,No,Mailed check,54.65,189.1,No
Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),49.8,49.8,No
Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),90.4,5099.15,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,80.75,159.45,Yes
Male,No,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),50.2,668.85,No
Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),95.5,1916.2,No
Male,No,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,75.35,75.35,Yes
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.45,75.45,Yes
Female,No,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Electronic check,53.1,2459.8,No
Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),84.85,2048.8,No
Female,No,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,Electronic check,34.25,163.55,No
Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,Credit card (automatic),88.6,2888.7,No
Male,Yes,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Credit card (automatic),54.8,1291.3,No
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,81.1,576.65,Yes
Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.6,1868.4,No
Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.95,825.7,Yes
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.55,93.55,Yes
Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,95.25,1021.55,No
Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),102.1,5885.4,Yes
Male,No,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,268.4,No
Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),90.9,1259,Yes
Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,84.75,1350.15,Yes
Female,No,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,83.55,1329.15,No
Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,45.7,45.7,Yes
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.95,69.95,Yes
Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,No,Electronic check,44.6,97.1,Yes
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.15,117.95,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.2,181.1,Yes
Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Mailed check,87.1,341.45,Yes
Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),75.9,357.75,Yes
Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,85.7,4616.1,No
Male,No,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),61.8,750.1,No
Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,49.9,1410.25,No
Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,86.45,830.85,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.3,45.3,Yes
Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,86.25,1340.1,No
Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,81,371.65,Yes
Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),60.95,134.6,No
Female,No,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,25.05,125.5,No
Female,No,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Electronic check,63.95,2737.05,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.6,70.6,No
Female,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.8,2361.8,Yes
Female,Yes,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),64.45,1867.6,No
Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,69.65,1043.3,No
Female,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,24.7,24.7,No
Male,No,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,77.4,206.15,No
Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),96.8,2030.3,Yes
Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),85.4,5869.4,No
Female,No,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.85,4946.05,No
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),83.35,4065,Yes
Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,49.4,106.55,Yes
Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),108.45,4964.7,No
Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),81,4085.75,No
Male,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,92.95,3415.25,No
Male,No,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,No,Electronic check,48.7,340.25,Yes
Female,No,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,85.35,2896.6,No
Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Mailed check,100.75,4669.2,No
Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,95.6,95.6,Yes
Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,283.75,No
Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),108.15,4600.7,Yes
Male,Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.05,5594,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,71.35,71.35,Yes
Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,106.05,7554.05,No
Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),75.3,1702.9,No
Male,No,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.7,467.15,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.15,20.15,Yes
Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),69.75,69.75,Yes
Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.2,2931,Yes
Female,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes,Electronic check,33.65,137.85,Yes
Female,No,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),29.5,1423.05,No
Male,No,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.8,223.9,No
Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,391.7,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.95,79.95,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.3,19.3,Yes
Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.05,811.65,No
Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,Mailed check,90.75,174.75,No
Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card (automatic),78.85,3126.85,No
Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),80.55,1406.65,No
Male,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.2,834.7,No
Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),85.2,627.4,Yes
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.25,242,Yes
Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),44.95,2168.9,No
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.2,65.95,No
Male,No,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Mailed check,61.9,2647.1,No
Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Electronic check,54.35,54.35,Yes
Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.15,1790.65,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.45,20.45,No
Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,80.45,2429.1,No
Male,No,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.95,100.4,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.45,44.45,No
Male,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),74.55,3023.55,No
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.3,75.3,Yes
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.55,70.55,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.15,20.15,No
Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),106.6,5893.95,No
Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,91,1430.05,No
Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,66.85,458.1,No
Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Credit card (automatic),86.15,2745.7,Yes
Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.15,341.35,No
Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,50.5,147.75,No
Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,72.9,818.45,No
Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19,348.8,No
Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,128.6,No
Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.1,1737.45,No
Female,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,74.6,1797.75,No
Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85,2624.25,Yes
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,80.55,184.1,Yes
Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,75.8,160.75,Yes
Male,No,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Credit card (automatic),96.6,2684.35,No
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,98.5,3004.15,Yes
Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.25,1233.65,Yes
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.4,527.9,Yes
Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Electronic check,60.85,111.4,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Credit card (automatic),43.95,43.95,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),50.2,109.25,No
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,88.55,179.25,Yes
Female,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Electronic check,31.2,926.2,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.3,91.3,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.5,79.5,Yes
Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,382.2,No
Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No,Electronic check,63.85,4264.6,No
Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.1,467.55,Yes
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,86.25,587.1,Yes
Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.8,100.8,Yes
Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.55,161.15,No
Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,86.3,1180.95,Yes
Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.95,7111.3,No
Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,89.95,1648.45,No
Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,89.95,2625.55,Yes
Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,76.45,1233.4,Yes
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70,740,Yes
Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,69.9,3883.3,No
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,71.45,371.6,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,95.85,95.85,No
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100.8,6690.75,No
Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,102.45,102.45,Yes
Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),54.45,1588.7,No
Female,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,No,Mailed check,70.5,829.3,No
Male,No,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,69.35,712.25,No
Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,No,Mailed check,51.2,51.2,No
Female,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Credit card (automatic),80.1,217.55,Yes
Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),52.15,2583.75,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,80.2,146.05,Yes
Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),98.15,567.45,Yes
Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,112.95,1384.75,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.9,70.9,Yes
Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,86.85,220.95,Yes
Female,Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.55,3673.6,No
Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Electronic check,49.85,49.85,No
Male,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,99.85,2331.3,Yes
Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.5,74.5,Yes
Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,104.15,4495.65,No
Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,109.15,6941.2,Yes
Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,48.2,340.35,No
Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),100.15,908.55,No
Female,No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),65.2,1043.35,Yes
Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),99.5,6822.15,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,71.55,71.55,Yes
Male,No,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Mailed check,55.9,157.55,No
Male,Yes,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),64.4,581.7,No
Female,No,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),48.75,633.4,Yes
Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.65,321.65,Yes
Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.7,1253.9,Yes
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.15,25.15,Yes
Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,45.2,45.2,No
Male,No,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,47.8,92.45,Yes
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.85,199.85,No
Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.5,5068.05,No
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.7,73.05,No
